INDEX,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB,SUBURB LIST
8358,KARELLA,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
8359,KAREN,Court,,RUNCORN,"R, RUNCORN"
8360,KAREN,Street,,ASPLEY,"A, ASPLEY"
8361,KARIDAWN,Street,,NUDGEE,"N, NUDGEE"
8362,KARINGAL,Street,,KENMORE,"K, KENMORE"
8363,KARKA,Close,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
8364,KARLOFF,Drive,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
8365,KARLOO,Street,,WYNNUM,"W, WYNNUM"
8366,KARMADEE,Place,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
8367,KARNAK,Close,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
8368,KARO,Close,,CHERMSIDE,"C, CHERMSIDE"
8369,KARO,Street,,INALA,"I, INALA"
8370,KAROWARA,Street,,THE GAP,"T, THE GAP"
8371,KARRABIN,Street,,MITCHELTON,"M, MITCHELTON"
8372,KARRABUL,Crescent,,DOOLANDELLA,"D, DOOLANDELLA"
8373,KARRAGARRA,Place,,TINGALPA,"T, TINGALPA"
8374,KARRAWA,Close,,CARSELDINE,"C, CARSELDINE"
8375,KARRI,Avenue,,KARANA DOWNS,"K, KARANA DOWNS"
8376,KARRI,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
8377,KARRIN,Street,,THE GAP,"T, THE GAP"
8378,KARTHINA,Street,,BULIMBA,"B, BULIMBA"
8379,KARUMBA,Place,,RIVERHILLS,"R, RIVERHILLS"
8380,KARUMBA,Street,,CARINA HEIGHTS,"C, CARINA HEIGHTS"
8381,KARVELLA,Street,,UPPER KEDRON,"U, UPPER KEDRON"
8382,KASBA,Close,,WESTLAKE,"W, WESTLAKE"
8383,KATE,Circuit,,ROCHEDALE,"R, ROCHEDALE"
8384,KATE,Street,,ALDERLEY,"A, ALDERLEY"
8385,KATE,Street,,CARINA,"C, CARINA"
8386,KATE,Street,,GORDON PARK,"G, GORDON PARK"
8387,KATE,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
8388,KATE,Street,,KEDRON,"K, KEDRON"
8389,KATE,Street,,NEWMARKET,"N, NEWMARKET"
8390,KATE,Street,,SANDGATE,"S, SANDGATE"
8391,KATE,Street,,SHORNCLIFFE,"S, SHORNCLIFFE"
8392,KATE,Street,,TOOWONG,"T, TOOWONG"
8393,KATES,Street,,MORNINGSIDE,"M, MORNINGSIDE"
8394,KATHDAN,Close,,UPPER KEDRON,"U, UPPER KEDRON"
8395,KATHERINE,Street,,FITZGIBBON,"F, FITZGIBBON"
8396,KATHERINE,Street,,NORMAN PARK,"N, NORMAN PARK"
8397,KATHERINE,Street,,WAKERLEY,"W, WAKERLEY"
8398,KATHERINE,Street,,WILSTON,"W, WILSTON"
8399,KATHLEEN,Court,,BELLBOWRIE,"B, BELLBOWRIE"
8400,KATHLEEN,Street,,CORINDA,"C, CORINDA"
8401,KATHLEEN,Street,,RICHLANDS,"R, RICHLANDS"
8402,KATHMAUR,Avenue,,ELLEN GROVE,"E, ELLEN GROVE"
8403,KATIE,Court,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
8404,KATIE,Street,,WYNNUM WEST,"W, WYNNUM WEST"
8405,KATOA,Street,,THE GAP,"T, THE GAP"
8406,KATOOMBA,Avenue,,HAWTHORNE,"H, HAWTHORNE"
8407,KATRINE,Street,,WEST END,"W, WEST END"
8408,KATUNGA,Street,,KENMORE,"K, KENMORE"
8409,KAURI PINE,Close,,MOGGILL,"M, MOGGILL"
8410,KAURI,Place,,FOREST LAKE,"F, FOREST LAKE"
8411,KAURI,Place,,SEVENTEEN MILE ROCKS,"S, SEVENTEEN MILE ROCKS"
8412,KAURI,Road,,ASHGROVE,"A, ASHGROVE"
8413,KAURI,Street,,CARINDALE,"C, CARINDALE"
8414,KAVANAGH,Road,,WISHART,"W, WISHART"
8415,KAWANA,Street,,ARCHERFIELD,"A, ARCHERFIELD"
8416,KAY,Close,,KENMORE HILLS,"K, KENMORE HILLS"
8417,KAYANNIE,Street,,PARKINSON,"P, PARKINSON"
8418,KAYE,Street,,BARDON,"B, BARDON"
8419,KAYLORNE,Street,,BOONDALL,"B, BOONDALL"
8420,KAYPEE,Street,,TARRAGINDI,"T, TARRAGINDI"
8421,KAYS,Road,,THE GAP,"T, THE GAP"
8422,KEATING,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
8423,KEATLEY,Street,,BELLBOWRIE,"B, BELLBOWRIE"
8424,KEATON,Street,,MCDOWALL,"M, MCDOWALL"
8425,KEATS,Street,,CANNON HILL,"C, CANNON HILL"
8426,KEATS,Street,,MOOROOKA,"M, MOOROOKA"
8427,KEATS,Street,,SUNNYBANK,"S, SUNNYBANK"
8428,KEBLE,Street,,CORINDA,"C, CORINDA"
8429,KEDRON BROOK,Road,,GRANGE,"G, GRANGE"
8430,KEDRON BROOK,Road,,WILSTON,"W, WILSTON"
8431,KEDRON PARK,Road,,KEDRON,"K, KEDRON"
8432,KEDRON PARK,Road,,WOOLOOWIN,"W, WOOLOOWIN"
8433,KEDRON,Avenue,,MITCHELTON,"M, MITCHELTON"
8434,KEDRON,Street,,CLAYFIELD,"C, CLAYFIELD"
8435,KEDRON,Street,,KEDRON,"K, KEDRON"
8436,KEDRON,Street,,WOOLOOWIN,"W, WOOLOOWIN"
8437,KEEL,Court,,CARINA,"C, CARINA"
8438,KEELING,Street,,COOPERS PLAINS,"C, COOPERS PLAINS"
8439,KEENAN,Close,,MANLY WEST,"M, MANLY WEST"
8440,KEERA,Street,,COORPAROO,"C, COORPAROO"
8441,KEHOE,Lane,,PADDINGTON,"P, PADDINGTON"
8442,KEHOE,Lane,,RED HILL,"R, RED HILL"
8443,KEHOE,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
8444,KEID,Lane,,SPRING HILL,"S, SPRING HILL"
8445,KEIL,Place,,CHAPEL HILL,"C, CHAPEL HILL"
8446,KEITEL,Close,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
8447,KEITH,Street,,CLAYFIELD,"C, CLAYFIELD"
8448,KEITH,Street,,KURABY,"K, KURABY"
8449,KEITH,Street,,ST LUCIA,"S, ST LUCIA"
8450,KELBURN,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
8451,KELCEDA,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
8452,KELDA,Street,,ROBERTSON,"R, ROBERTSON"
8453,KELL,Court,,CARINDALE,"C, CARINDALE"
8454,KELLAN,Place,,MIDDLE PARK,"M, MIDDLE PARK"
8455,KELLETT,Road,,SALISBURY,"S, SALISBURY"
8456,KELLETT,Street,,AUCHENFLOWER,"A, AUCHENFLOWER"
8457,KELLIHER,Road,,DARRA,"D, DARRA"
8458,KELLIHER,Road,,RICHLANDS,"R, RICHLANDS"
8459,KELLINO,Street,,GEEBUNG,"G, GEEBUNG"
8460,KELLY,Lane,,NORMAN PARK,"N, NORMAN PARK"
8461,KELLY,Road,,VIRGINIA,"V, VIRGINIA"
8462,KELLY,Street,,BURBANK,"B, BURBANK"
8463,KELNAT,Street,,MANSFIELD,"M, MANSFIELD"
8464,KELSEY,Street,,CAMP HILL,"C, CAMP HILL"
8465,KELSEY,Street,,COORPAROO,"C, COORPAROO"
8466,KELSO,Street,,CHERMSIDE,"C, CHERMSIDE"
8467,KELSTON,Street,,MANLY WEST,"M, MANLY WEST"
8468,KELTIE,Street,,TARINGA,"T, TARINGA"
8469,KELVIN GROVE,Road,,KELVIN GROVE,"K, KELVIN GROVE"
8470,KELVIN GROVE,Road,,RED HILL,"R, RED HILL"
8471,KELVIN,Close,,FOREST LAKE,"F, FOREST LAKE"
8472,KELVIN,Street,,NEWMARKET,"N, NEWMARKET"
8473,KELVIN,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
8474,KELYNDAR,Street,,BANYO,"B, BANYO"
8475,KEMBLA,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
8476,KEMBLE,Street,,CLAYFIELD,"C, CLAYFIELD"
8477,KEMP,Place,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
8478,KEMPSEY,Close,,FITZGIBBON,"F, FITZGIBBON"
8479,KEMPSIE,Road,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
8480,KEMPSTER,Street,,SANDGATE,"S, SANDGATE"
8481,KENBARRY,Street,,BRIGHTON,"B, BRIGHTON"
8482,KENBURY,Street,,BULIMBA,"B, BULIMBA"
8483,KENDALE,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
8484,KENDALL,Court,,RUNCORN,"R, RUNCORN"
8485,KENDALL,Street,,OXLEY,"O, OXLEY"
8486,KENDI,Street,,THE GAP,"T, THE GAP"
8487,KENDREY,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
8488,KENEVI,Close,,RIVERHILLS,"R, RIVERHILLS"
8489,KENHAVEN,Street,,KENMORE,"K, KENMORE"
8490,KENILWORTH,Place,,CARINDALE,"C, CARINDALE"
8491,KENILWORTH,Street,,SHERWOOD,"S, SHERWOOD"
8492,KENLEY,Street,,BALD HILLS,"B, BALD HILLS"
8493,KENMAR,Street,,WYNNUM WEST,"W, WYNNUM WEST"
8494,KENMORE,Road,,FIG TREE POCKET,"F, FIG TREE POCKET"
8495,KENMORE,Road,,KENMORE,"K, KENMORE"
8496,KENNA,Street,,ASPLEY,"A, ASPLEY"
8497,KENNA,Street,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
8498,KENNARD,Street,,CORINDA,"C, CORINDA"
8499,KENNARD,Street,,SHERWOOD,"S, SHERWOOD"
8500,KENNAWAY,Street,,BANYO,"B, BANYO"
8501,KENNEDY,Court,,MOUNT OMMANEY,"M, MOUNT OMMANEY"
8502,KENNEDY,Crescent,,ACACIA RIDGE,"A, ACACIA RIDGE"
8503,KENNEDY,Place,,DREWVALE,"D, DREWVALE"
8504,KENNEDY,Street,,BRIGHTON,"B, BRIGHTON"
8505,KENNEDY,Street,,WINDSOR,"W, WINDSOR"
8506,KENNEDY,Terrace,,EAST BRISBANE,"E, EAST BRISBANE"
8507,KENNEDY,Terrace,,PADDINGTON,"P, PADDINGTON"
8508,KENNEDY,Terrace,,RED HILL,"R, RED HILL"
8509,KENNERLEY,Street,,SANDGATE,"S, SANDGATE"
8510,KENNET,Place,,CARINA,"C, CARINA"
8511,KENNETH,Street,,COORPAROO,"C, COORPAROO"
8512,KENNETH,Street,,LUTWYCHE,"L, LUTWYCHE"
8513,KENNETH,Street,,TARRAGINDI,"T, TARRAGINDI"
8514,KENNIGO,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
8515,KENNIGO,Street,,SPRING HILL,"S, SPRING HILL"
8516,KENNINGTON,Road,,CAMP HILL,"C, CAMP HILL"
8517,KENNINGTON,Road,,CARINA,"C, CARINA"
8518,KENNION,Street,,MITCHELTON,"M, MITCHELTON"
8519,KENNY,Close,,FOREST LAKE,"F, FOREST LAKE"
8520,KENNY,Court,,MOUNT OMMANEY,"M, MOUNT OMMANEY"
8521,KENNY,Court,,WAKERLEY,"W, WAKERLEY"
8522,KENNY,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
8523,KENORA,Street,,MANSFIELD,"M, MANSFIELD"
8524,KENRICK,Close,,WAKERLEY,"W, WAKERLEY"
8525,KENROSE,Street,,CARINA,"C, CARINA"
8526,KENSAL,Street,,MOOROOKA,"M, MOOROOKA"
8527,KENSINGTON,Avenue,,MORNINGSIDE,"M, MORNINGSIDE"
8528,KENSINGTON,Avenue,,SEVEN HILLS,"S, SEVEN HILLS"
8529,KENSINGTON,Circuit,,BROOKFIELD,"B, BROOKFIELD"
8530,KENSINGTON,Close,,CARINDALE,"C, CARINDALE"
8531,KENSINGTON,Parade,,RED HILL,"R, RED HILL"
8532,KENSINGTON,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
8533,KENSINGTON,Place,,WISHART,"W, WISHART"
8534,KENSINGTON,Terrace,,TOOWONG,"T, TOOWONG"
8535,KENSINGTON,Way,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
8536,KENT,Road,,KALINGA,"K, KALINGA"
8537,KENT,Road,,WOOLOOWIN,"W, WOOLOOWIN"
8538,KENT,Street,,ASCOT,"A, ASCOT"
8539,KENT,Street,,COORPAROO,"C, COORPAROO"
8540,KENT,Street,,DUTTON PARK,"D, DUTTON PARK"
8541,KENT,Street,,HAMILTON,"H, HAMILTON"
8542,KENT,Street,,HEATHWOOD,"H, HEATHWOOD"
8543,KENT,Street,,NEW FARM,"N, NEW FARM"
8544,KENT,Street,,RED HILL,"R, RED HILL"
8545,KENT,Street,,TENERIFFE,"T, TENERIFFE"
8546,KENT,Street,,TOOWONG,"T, TOOWONG"
8547,KENT,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
8548,KENTIA,Street,,CARSELDINE,"C, CARSELDINE"
8549,KENTIA,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
8550,KENTISH,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
8551,KENTLYN,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
8552,KENTON,Street,,CHAPEL HILL,"C, CHAPEL HILL"
8553,KENTUCKY,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
8554,KENTVILLE,Street,,MITCHELTON,"M, MITCHELTON"
8555,KENTWELL,Place,,WISHART,"W, WISHART"
8556,KENWARD,Street,,GEEBUNG,"G, GEEBUNG"
8557,KENWAY,Street,,MOOROOKA,"M, MOOROOKA"
8558,KENWYN,Road,,RED HILL,"R, RED HILL"
8559,KENYA,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
8560,KENYON,Street,,EAGLE FARM,"E, EAGLE FARM"
8561,KEOGH,Street,,SANDGATE,"S, SANDGATE"
8562,KEONA,Road,,MCDOWALL,"M, MCDOWALL"
8563,KEPERRA,Street,,KEPERRA,"K, KEPERRA"
8564,KEPPEL,Street,,BOONDALL,"B, BOONDALL"
8565,KERN,Street,,ZILLMERE,"Z, ZILLMERE"
8566,KERNEL,Street,,THE GAP,"T, THE GAP"
8567,KERNOW,Street,,ROBERTSON,"R, ROBERTSON"
8568,KERR,Street,,TOOWONG,"T, TOOWONG"
8569,KERRIA,Street,,BELLBOWRIE,"B, BELLBOWRIE"
8570,KERRIANNE,Place,,MOOROOKA,"M, MOOROOKA"
8571,KERRIBEE,Place,,CARINA HEIGHTS,"C, CARINA HEIGHTS"
8572,KERRY,Road,,ACACIA RIDGE,"A, ACACIA RIDGE"
8573,KERRY,Road,,ARCHERFIELD,"A, ARCHERFIELD"
8574,KERRYDAN,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
8575,KERSLEY,Road,,KENMORE,"K, KENMORE"
8576,KERYN,Place,,KEPERRA,"K, KEPERRA"
8577,KESSELS,Road,,COOPERS PLAINS,"C, COOPERS PLAINS"
8578,KESSELS,Road,,MACGREGOR,"M, MACGREGOR"
8579,KESSELS,Road,,NATHAN,"N, NATHAN"
8580,KESSELS,Road,,ROBERTSON,"R, ROBERTSON"
8581,KESSELS,Road,,SALISBURY,"S, SALISBURY"
8582,KESSELS,Road,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
